name,salary_from,salary_to,salary_currency,area_name,published_at
Cистемный аналитик (проект по трансформации интеграционной архитектуры ),,,,Москва,2022-12-02T17:43:22+0300
Фрезеровщик,45000.0,100000.0,RUR,Иваново (Ивановская область),2022-12-02T13:09:06+0300
Разработчик CMS Bitrix,,,,Москва,2022-12-02T16:14:58+0300
Ведущий инженер в IT отдел Государственного учреждения,34000.0,50000.0,RUR,Курск,2022-12-02T17:10:39+0300
Программист,27500.0,,RUR,Ульяновск,2022-12-02T12:46:47+0300
Менеджер проектной деятельности/project manager,70000.0,80000.0,RUR,Москва,2022-12-02T13:27:14+0300
IT-специалист,,,,Атырау,2022-12-02T12:53:05+0300
Senior java developer,,,,Москва,2022-12-02T16:56:48+0300
"Frontend-разработчик (Nuxt 3, Vue, SCSS)",100000.0,120000.0,RUR,Москва,2022-12-02T15:43:57+0300
Разработчик платформы аналитики в Маркет,,,,Москва,2022-12-02T15:23:49+0300
Специалист по внедрению и сопровождению ПО,,,,Минск,2022-12-02T12:45:12+0300
Токарь NCH,,97240.0,RUR,Набережные Челны,2022-12-02T13:49:03+0300
Наладчик производственного оборудования,,,,Москва,2022-12-02T16:23:53+0300
Техник широкого профиля,66000.0,81000.0,RUR,Челябинск,2022-12-02T14:39:19+0300
Техник по ремонту банкоматов/Сервисный инженер,32000.0,,RUR,Ульяновск,2022-12-02T17:38:50+0300
Бизнес-аналитик (аналитик данных),,,,Великий Новгород,2022-12-02T15:47:38+0300
Начальник отдела информационных технологий,150000.0,,RUR,Москва,2022-12-02T14:08:19+0300
Ассистент руководителя в офис,50000.0,80000.0,RUR,Москва,2022-12-02T14:48:41+0300
Frontend-разработчик,,,,Москва,2022-12-02T14:14:04+0300
Техник по обслуживанию зданий и сооружений,,,,Ставрово,2022-12-02T16:13:21+0300
Тестировщик (middle),,,,Москва,2022-12-02T16:47:14+0300
Бизнес аналитик проекта Лояльность,,,,Краснодар,2022-12-02T14:04:35+0300
Оператор станков с программным управлением,60000.0,,RUR,Озеры,2022-12-02T16:03:41+0300
Техник-программист,24000.0,,RUR,Санкт-Петербург,2022-12-02T13:05:12+0300
Ведущий инженер по защите информации,,,,Москва,2022-12-02T15:44:44+0300
Выездной системный администратор,130000.0,,KZT,Астана,2022-12-02T12:13:57+0300
Инженер по ремонту цифровой техники,,,,Алматы,2022-12-02T13:20:18+0300
Токарь,116000.0,130000.0,RUR,Москва,2022-12-02T15:37:25+0300
Python Backend Developer,200000.0,275000.0,RUR,Санкт-Петербург,2022-12-02T13:26:37+0300
Оператор станка с ЧПУ,92000.0,101000.0,RUR,Чебоксары,2022-12-02T14:15:46+0300
Руководитель проекта,,,,Казань,2022-12-02T12:30:11+0300
Инженер по установке и обслуживанию оборудования,65000.0,70000.0,RUR,Мурманск,2022-12-02T17:11:18+0300
Аналитик (главный специалист),,,,Москва,2022-12-02T16:03:53+0300
Servicenow Developer,,,,Воронеж,2022-12-02T14:44:30+0300
Менеджер IT проектов,,,,Екатеринбург,2022-12-02T12:59:16+0300
Senior Copywriter,,,,Москва,2022-12-02T16:44:05+0300
Специалист технической поддержки абонентов,39000.0,43500.0,RUR,Москва,2022-12-02T15:53:04+0300
DevOps инженер (системный администратор),1000.0,2000.0,USD,Минск,2022-12-02T12:31:22+0300
Оператор лазерной резки и лазерного гравёра. ЧПУ,117000.0,,RUR,Москва,2022-12-02T15:00:38+0300
Руководитель направления непрерывности бизнеса,,,,Москва,2022-12-02T16:55:35+0300
Дизайнер 3Д-моделирование,55000.0,75000.0,RUR,Санкт-Петербург,2022-12-02T16:16:06+0300
Директор по информационным технологиям (CIO),,,,Москва,2022-12-02T14:40:55+0300
Специалист технической поддержки,70000.0,,RUR,Москва,2022-12-02T16:32:26+0300
Flutter Разработчик,,,,Ташкент,2022-12-02T16:33:26+0300
Программист-разработчик (удаленно),150000.0,,KZT,Астана,2022-12-02T17:11:01+0300
Разработчик backend,,,,Краснодар,2022-12-02T12:28:17+0300
Продуктовый аналитик (розничная экосистема),,,,Москва,2022-12-02T15:13:31+0300
Junior+ fullstack разработчик (PHP/JS),80000.0,120000.0,RUR,Санкт-Петербург,2022-12-02T17:52:50+0300
SRE-инженер 3Card-R,,,,Санкт-Петербург,2022-12-02T14:59:52+0300
Системный аналитик,,,,Курск,2022-12-02T15:05:23+0300
Наладчик - оператор станков с ЧПУ,140000.0,,RUR,Тюмень,2022-12-02T17:38:38+0300
Ведущий системный инженер,100000.0,100000.0,RUR,Обнинск,2022-12-02T12:37:10+0300
CRM-аналитик в сервис Яндекс.Еда,,,,Москва,2022-12-02T17:26:12+0300
IT-специалист,30000.0,35000.0,RUR,Кострома,2022-12-02T13:28:56+0300
Технический писатель,5000.0,7000.0,BYR,Минск,2022-12-02T14:47:20+0300
Системный аналитик (блокчейн),,,,Санкт-Петербург,2022-12-02T16:28:01+0300
Программист BI (QlikView/Qlik Sense),,,,Санкт-Петербург,2022-12-02T12:31:45+0300
Системный аналитик,,,,Москва,2022-12-02T14:50:21+0300
Токарь-универсал,80000.0,,RUR,Екатеринбург,2022-12-02T16:11:12+0300
Руководитель проекта (цифровые каналы продаж),,,,Москва,2022-12-02T13:29:51+0300
Резчик металла на ножницах и прессах,45000.0,,RUR,Красноярск,2022-12-02T12:14:50+0300
HR-Аналитик,,,,Москва,2022-12-02T15:21:00+0300
Специалист по информационной безопасности в IT-компанию,,,,Москва,2022-12-02T17:19:13+0300
QA-инженер в отделе разработки СУБД (Postgres Pro),,240000.0,RUR,Москва,2022-12-02T14:33:59+0300
Инженер по установке и обслуживанию оборудования,,60000.0,RUR,Санкт-Петербург,2022-12-02T17:04:46+0300
Инженер внедрения,,,,Москва,2022-12-02T12:26:55+0300
Сервисный инженер по обслуживанию промышленного маркировочного и этикетировочного оборудования,80000.0,,RUR,Москва,2022-12-02T16:55:27+0300
Senior Node.js Developer,,500000.0,RUR,Москва,2022-12-02T15:53:05+0300
Java-разработчик (House Keeping),,,,Москва,2022-12-02T16:44:17+0300
Графический дизайнер,,,,Гродно,2022-12-02T17:24:45+0300
Системный администратор,,,,Усть-Донецкий,2022-12-02T16:30:57+0300
Главный специалист отдела эксплуатации центров обработки данных (ЦОД),,,,Москва,2022-12-02T14:15:06+0300
Сетевой инженер,,,,Тольятти,2022-12-02T12:17:56+0300
Главный механик,60000.0,85000.0,RUR,Курган,2022-12-02T16:15:03+0300
Инженер сервисного центра (обслуживание оргтехники),44000.0,70000.0,RUR,Екатеринбург,2022-12-02T17:01:15+0300
Механик,62000.0,,RUR,Старый Оскол,2022-12-02T12:27:32+0300
Системный администратор,40000.0,,RUR,Ангарск,2022-12-02T13:09:27+0300
Начальник автоколонны,100000.0,110000.0,RUR,Рязань,2022-12-02T14:04:30+0300
Senior Java разработчик,,450000.0,RUR,Москва,2022-12-02T13:23:13+0300
C++ developer,,,,Москва,2022-12-02T17:33:43+0300
Graphic Designer (Promo),,,,Москва,2022-12-02T16:13:13+0300
"Системный администратор, IT-программист",,,,Гагарин,2022-12-02T13:39:07+0300
Станочник широкого профиля,42000.0,,RUR,Ижевск,2022-12-02T12:42:09+0300
Руководитель проектов (DWH),,,,Москва,2022-12-02T14:37:14+0300
Токарь на серийное производство,50000.0,,RUR,Рязань,2022-12-02T13:37:48+0300
QA engineer / Специалист по тестированию,,200000.0,RUR,Нижний Новгород,2022-12-02T16:20:51+0300
Механик по транспорту,60000.0,,RUR,Таганрог,2022-12-02T16:43:05+0300
Наладчик станков с ЧПУ,35000.0,45000.0,RUR,Киров (Кировская область),2022-12-02T13:16:42+0300
Оператор станков с ПУ,60000.0,,RUR,Балашиха,2022-12-02T16:20:38+0300
Системный аналитик,,,,Москва,2022-12-02T17:37:09+0300
Инженер по внедрению ПО,,,,Санкт-Петербург,2022-12-02T13:51:28+0300
Специалист по защите информации,,,,Кингисепп,2022-12-02T15:55:54+0300
Frontend разработчик (React),200000.0,300000.0,RUR,Москва,2022-12-02T12:30:05+0300
Инженер по ремонту и эксплуатации сельхозтехники,,,,Севск,2022-12-02T14:28:19+0300
Специалист технической поддержки,,,,Москва,2022-12-02T15:03:31+0300
Наладчик оператор станков с ЧПУ,140000.0,,RUR,Томск,2022-12-02T17:42:20+0300
Инженер по сварке (станица Егорлыкская),100000.0,,RUR,Ростов-на-Дону,2022-12-02T14:01:31+0300
Системный аналитик (Цифровая банковская платформа),,,,Санкт-Петербург,2022-12-02T16:36:47+0300
Системный аналитик,,,,Москва,2022-12-02T16:36:47+0300
Программист-разработчик приложений на ПК,,,,Ярославль,2022-12-02T15:18:18+0300
Разработчик С#,,,,Москва,2022-12-02T17:25:32+0300
Токарь-фрезеровщик,50000.0,100000.0,RUR,Нижний Новгород,2022-12-02T17:33:15+0300
Администратор IT проекта,,,,Москва,2022-12-02T12:43:55+0300
Java-разработчик,,,,Москва,2022-12-02T17:37:09+0300
Специалист технической поддержки СБИС (удаленно),22000.0,45000.0,RUR,Нижний Новгород,2022-12-02T16:57:21+0300
Middle Frontend Engineer (Java Script (React),8000000.0,12000000.0,UZS,Ташкент,2022-12-02T14:53:42+0300
Слесарь-сборщик горелок для дуговой сварки,25000.0,35000.0,RUR,Исеть,2022-12-02T16:30:08+0300
Java разработчик,,,,Москва,2022-12-02T13:42:22+0300
Корреспондент,30000.0,,RUR,Оренбург,2022-12-02T12:23:48+0300
"Аналитик (ресёрчер) / Специалист по поиску товаров для торговли на маркетплейсах, Удаленно",50000.0,,RUR,Москва,2022-12-02T16:14:17+0300
Graphic Designer (Promo),,,,Санкт-Петербург,2022-12-02T16:13:13+0300
Мастер по ремонту ноутбуков в сервисный центр,30000.0,50000.0,RUR,Уфа,2022-12-02T12:32:46+0300
Системный администратор,40000.0,,RUR,Пенза,2022-12-02T14:52:31+0300
Ведущий системный аналитик,,,,Санкт-Петербург,2022-12-02T14:08:31+0300
Веб-разработчик,,,,Москва,2022-12-02T13:49:12+0300
Сервисный инженер,,,,Москва,2022-12-02T12:19:40+0300
Фрезеровщик,57500.0,,RUR,Набережные Челны,2022-12-02T13:26:35+0300
Фрезеровщик,,100000.0,RUR,Набережные Челны,2022-12-02T13:53:45+0300
Главный экономист (Департамент финансовой отчетности),,,,Москва,2022-12-02T16:52:16+0300
Помощник системного администратора,30000.0,45000.0,RUR,Симферополь,2022-12-02T16:06:20+0300
Токарь-фрезеровщик,100000.0,,RUR,Рязань,2022-12-02T14:31:25+0300
Оператор станков с ПУ,1700.0,,BYR,Могилев,2022-12-02T15:54:49+0300
Дизайнер / чертежник,40000.0,60000.0,RUR,Ижевск,2022-12-02T13:07:07+0300
Веб-дизайнер,80000.0,100000.0,RUR,Сочи,2022-12-02T13:59:56+0300
Системный администратор/Инженер,,,,Махачкала,2022-12-02T15:00:05+0300
Фрезеровщик,57000.0,100000.0,RUR,Тверь,2022-12-02T14:19:40+0300
Главный разработчик БД (PostgreSQL),,,,Москва,2022-12-02T17:25:31+0300
Инженер-программист микроконтроллеров,,,,Ярославль,2022-12-02T15:01:40+0300
Руководитель на производство,100000.0,,RUR,Красноярск,2022-12-02T14:11:09+0300
Монтажник РЭА и приборов,,,,Минск,2022-12-02T14:30:14+0300
Support System administrator,,,,Санкт-Петербург,2022-12-02T12:27:59+0300
Техники-электроник,,35000.0,RUR,Суксун,2022-12-02T12:08:20+0300
Системный администратор,35000.0,45000.0,RUR,Омск,2022-12-02T12:30:38+0300
Техник-программист,24000.0,,RUR,Красный Бор (Ленинградская область),2022-12-02T13:05:12+0300
Специалист технической поддержки,,70000.0,RUR,Москва,2022-12-02T15:16:50+0300
Разработчик turboscript,,,,Москва,2022-12-02T12:21:36+0300
Токарь-универсал,40000.0,80000.0,RUR,Великий Новгород,2022-12-02T13:09:27+0300
Эксперт SAP MM/SD,,,,Москва,2022-12-02T16:46:23+0300
Руководитель направления цифровых проектов,,,,Москва,2022-12-02T16:38:36+0300
Системный аналитик,,,,Москва,2022-12-02T17:00:10+0300
Инженер отдела информационного обеспечения,20000.0,,RUR,Элиста,2022-12-02T16:31:54+0300
Ведущий системный администратор,,,,Ростов-на-Дону,2022-12-02T17:35:57+0300
Senior Java разработчик,,450000.0,RUR,Екатеринбург,2022-12-02T13:23:13+0300
Веб-разработчик,,,,Химки,2022-12-02T13:49:15+0300
FPGA (ПЛИС) разработчик,,,,Санкт-Петербург,2022-12-02T14:47:15+0300
Инженер по защите информации,80000.0,,RUR,Санкт-Петербург,2022-12-02T13:34:18+0300
Ведущий сетевой инженер,,,,Москва,2022-12-02T14:47:07+0300
Low-Code developer,,,,Алматы,2022-12-02T14:12:47+0300
Специалист систем вентиляции и кондиционирования,40000.0,70000.0,RUR,Тверь,2022-12-02T12:46:16+0300
Специалист по технической поддержке пользователей,25000.0,41000.0,RUR,Иваново (Ивановская область),2022-12-02T12:15:26+0300
Токарь-фрезеровщик,100000.0,,RUR,Нижний Новгород,2022-12-02T14:31:25+0300
Руководитель направления/эксперт защиты автоматизированных систем,,,,Москва,2022-12-02T17:34:09+0300
Team Lead (Golang),,,,Астана,2022-12-02T13:08:40+0300
Аналитик на инциденты информационной безопасности,210000.0,230000.0,RUR,Москва,2022-12-02T14:00:48+0300
Product Manager Gamedev,,,,Кипр,2022-12-02T14:21:31+0300
Главный аналитик (anti-fraud) Департамент розничных рисков,,,,Москва,2022-12-02T16:52:32+0300
IOS developer (middle/senior),,,,Москва,2022-12-02T17:25:45+0300
Токарь,55000.0,,RUR,Тверь,2022-12-02T15:40:46+0300
Техник-программист,24000.0,,RUR,Колпино,2022-12-02T13:05:12+0300
Токарь по дереву (Левый берег),,,,Новосибирск,2022-12-02T12:39:57+0300
Системный администратор,280000.0,,KZT,Астана,2022-12-02T12:37:05+0300
Машинист фронтального погрузчика с обязанностями специалиста по АХЧ,70000.0,,RUR,Мурманск,2022-12-02T16:46:27+0300
Специалист по IT,25000.0,30000.0,RUR,Краснодар,2022-12-02T16:14:58+0300
Оператор станков с ЧПУ,63500.0,,RUR,Саратов,2022-12-02T15:25:43+0300
"Руководитель проектов (Направление ""Санатории и курорты"")",,,,Санкт-Петербург,2022-12-02T17:03:25+0300
Токарь,105000.0,143000.0,RUR,Нижний Тагил,2022-12-02T14:51:28+0300
Бизнес-аналитик,1500.0,2500.0,USD,Москва,2022-12-02T17:53:24+0300
Специалист сопровождения кассовых систем (Удаленная работа),,,,Новосибирск,2022-12-02T12:29:36+0300
Системный администратор,35000.0,55000.0,RUR,Иркутск,2022-12-02T12:30:16+0300
Middle/Senior Decentralized/DeFi application developer,,,,Астана,2022-12-02T14:43:52+0300
Правильщик на машинах,89000.0,,RUR,Киров (Кировская область),2022-12-02T14:44:24+0300
Технический директор,,100000.0,RUR,Чехов,2022-12-02T17:33:00+0300
Ведущий backend разработчик (PHP),,,,Москва,2022-12-02T14:59:32+0300
"Embedded Linux программист, драйвера, приложения",120000.0,,RUR,Москва,2022-12-02T16:37:29+0300
Специалист сервисного центра,38000.0,50000.0,RUR,Екатеринбург,2022-12-02T17:00:00+0300
Токарь,106000.0,140000.0,RUR,Челябинск,2022-12-02T14:34:18+0300
Токарь,105000.0,143000.0,RUR,Пермь,2022-12-02T14:51:28+0300
Фрезеровщик,45000.0,,RUR,Чебоксары,2022-12-02T15:30:24+0300
Системный аналитик,,,,Алматы,2022-12-02T12:15:54+0300
Верстальщик / Веб-дизайнер (в офисе),44000.0,60000.0,RUR,Долгопрудный,2022-12-02T12:30:08+0300
Full-stack .NET разработчик,,,,Уфа,2022-12-02T17:41:29+0300
Full-stack .NET разработчик,,,,Саратов,2022-12-02T17:41:19+0300
Наладчик станков с ЧПУ,118000.0,,RUR,Ижевск,2022-12-02T13:40:18+0300
Аналитик 1С: ERP,200000.0,,RUR,Санкт-Петербург,2022-12-02T13:19:06+0300
Станочник широкого профиля,85000.0,,RUR,Челябинск,2022-12-02T13:01:25+0300
Токарь (Электросталь),90000.0,,RUR,Владимир,2022-12-02T13:03:47+0300
Специалист по описанию бизнес-процессов,,,,Коломна,2022-12-02T17:17:16+0300
Инженер/механик,,,,Воронеж,2022-12-02T12:31:41+0300
Диджитал аналитик в Дирекцию разработки продуктов,,,,Алматы,2022-12-02T14:03:31+0300
Инженер по сопровождению АРМ,,,,Химки,2022-12-02T16:57:41+0300
Оператор ЧПУ,92000.0,109000.0,RUR,Брянск,2022-12-02T14:46:07+0300
Java разработчик (проект ГАК),,,,Москва,2022-12-02T15:06:20+0300
Токарь-фрезеровщик,40000.0,,RUR,Ульяновск,2022-12-02T14:53:35+0300
Старший системный администратор,90000.0,,RUR,Москва,2022-12-02T16:29:52+0300
Ведущий специалист отдела администрирования Unix-систем,,,,Санкт-Петербург,2022-12-02T13:26:02+0300
Бизнес-аналитик (отдел развития цифровых продуктов),,,,Москва,2022-12-02T14:13:13+0300
Системный администратор,,,,Барановичи,2022-12-02T15:04:22+0300
Системный администратор (приходящий),,,,Целина,2022-12-02T16:31:35+0300
Ведущий разработчик 1С,,,,Москва,2022-12-02T17:30:41+0300
Техник (гипермаркет АШАН ТЦ Ривьера),51000.0,55000.0,RUR,Москва,2022-12-02T13:36:34+0300
Ведущий специалист отдела информационных технологий и безопасности,,46800.0,RUR,Барнаул,2022-12-02T13:44:50+0300
Токарь,120000.0,135000.0,RUR,Челябинск,2022-12-02T16:48:07+0300
Токарь,110000.0,,RUR,Нижний Новгород,2022-12-02T12:27:38+0300
"Электромонтер по ремонту и обслуживанию систем автоматизации, связи и сигнализации",94000.0,94000.0,RUR,Красноярск,2022-12-02T12:39:38+0300
Токарь,106000.0,140000.0,RUR,Ижевск,2022-12-02T14:34:18+0300
Системный администратор,,,,Зверево,2022-12-02T16:28:24+0300
Токарь,100000.0,,RUR,Ставрополь,2022-12-02T15:28:40+0300
Токарь,120000.0,135000.0,RUR,Тула,2022-12-02T15:54:11+0300
QA automation engineer,,145000.0,RUR,Москва,2022-12-02T15:21:24+0300
Токарь-универсал,35000.0,45000.0,RUR,Березовский (Свердловская область),2022-12-02T13:09:08+0300
Мастер по эксплуатации и ремонту машин и механизмов,77000.0,77000.0,RUR,Янаул,2022-12-02T14:54:03+0300
Токарь-универсал в г. Набережные Челны,,80000.0,RUR,Набережные Челны,2022-12-02T16:06:29+0300
Электромеханик,65000.0,75000.0,RUR,Санкт-Петербург,2022-12-02T13:01:55+0300
Фрезеровщик,81000.0,,RUR,Санкт-Петербург,2022-12-02T14:11:34+0300
Backend-разработчик NodeJS (TypeScript) (Lead/Senior),220000.0,280000.0,RUR,Москва,2022-12-02T17:56:54+0300
Программист C#,65000.0,,RUR,Пермь,2022-12-02T13:27:39+0300
Главный механик,60000.0,85000.0,RUR,Омск,2022-12-02T16:15:03+0300
Фрезеровщик,57000.0,100000.0,RUR,Самара,2022-12-02T14:19:40+0300
QA engineer Manual/Python (Kaspersky Cloud Endpoint Detection and Response),,,,Москва,2022-12-02T15:07:31+0300
Токарь,115000.0,,RUR,Ижевск,2022-12-02T13:36:27+0300
Менеджер IT-проектов,200000.0,,RUR,Москва,2022-12-02T17:52:38+0300
Механик по ремонту горнотранспортного оборудования,,,,Ковдор,2022-12-02T12:32:37+0300
Дизайнер по пошиву штор,45000.0,55000.0,RUR,Обнинск,2022-12-02T16:34:18+0300
Инженер средств радио и телевидения,35000.0,40000.0,RUR,Ростов-на-Дону,2022-12-02T13:25:22+0300
Ведущий инженер-программист,46800.0,,RUR,Ульяновск,2022-12-02T13:14:30+0300
Программист 1С,71000.0,213000.0,RUR,Екатеринбург,2022-12-02T15:45:09+0300
Senior Frontend engineer,,6000.0,USD,Москва,2022-12-02T16:34:28+0300
Столяр (Левый берег),40000.0,,RUR,Элитный (Новосибирская область),2022-12-02T12:31:20+0300
Фрезеровщик,57000.0,100000.0,RUR,Владимир,2022-12-02T14:19:40+0300
Инженер по виртуализации,,,,Москва,2022-12-02T12:45:24+0300
IT-cпециалист по поддержке документооборота,,,,Уфа,2022-12-02T12:30:25+0300
Специалист по тестированию ПО,,200000.0,RUR,Казань,2022-12-02T16:31:58+0300
Data analyst (middle/senior),,,,Москва,2022-12-02T17:45:34+0300
SRE,,,,Санкт-Петербург,2022-12-02T16:06:02+0300
Наладчик станков и манипуляторов с программным управлением,49000.0,65000.0,RUR,Рязань,2022-12-02T16:59:56+0300
Аналитик отдела развития пассажирских сервисов,65000.0,,RUR,Москва,2022-12-02T15:26:08+0300
Начальник ремонтной мастерской (растениеводство),,,,Тамбов,2022-12-02T17:02:51+0300
Механик по транспорту,50000.0,,RUR,Череповец,2022-12-02T17:12:18+0300
Токарь,120000.0,135000.0,RUR,Новосибирск,2022-12-02T16:10:07+0300
Оператор станков с ЧПУ,50000.0,,RUR,Новокузнецк,2022-12-02T12:19:50+0300
Инженер по обслуживанию банкоматов,,,,Рязань,2022-12-02T16:57:51+0300
Менеджер IT-проектов,,,,Москва,2022-12-02T16:25:41+0300
Оператор станков с ЧПУ,90000.0,,RUR,Каменск-Уральский,2022-12-02T13:51:55+0300
Токарь,106000.0,140000.0,RUR,Уфа,2022-12-02T14:34:18+0300
Слесарь-сборщик горелок для дуговой сварки,25000.0,35000.0,RUR,Садовый (Свердловская область),2022-12-02T16:30:08+0300
Токарь,,,,Пермь,2022-12-02T13:57:09+0300
Токарь,110000.0,,RUR,Альметьевск,2022-12-02T12:27:38+0300
Инженер-программист 1С,,46300.0,RUR,Березники,2022-12-02T14:09:07+0300
Фрезеровщик,57000.0,100000.0,RUR,Уфа,2022-12-02T14:19:40+0300
Токарь,105000.0,143000.0,RUR,Курган,2022-12-02T14:51:28+0300
Системный аналитик (блокчейн),,,,Москва,2022-12-02T16:28:01+0300
Правильщик на машинах,89000.0,,RUR,Курган,2022-12-02T14:44:24+0300
Мастер по ремонту техники/Сервисный инженер,70000.0,,RUR,Москва,2022-12-02T12:06:31+0300
Аналитик-логист,60000.0,,RUR,Архангельск,2022-12-02T13:42:51+0300
Механик по транспорту,120000.0,120000.0,RUR,Сургут,2022-12-02T14:47:32+0300
Разработчик Java Middle,,,,Москва,2022-12-02T17:15:34+0300
Монтажник по подключению абонентов,30.0,35000.0,RUR,Нововоронеж,2022-12-02T15:11:09+0300
Android разработчик,,,,Москва,2022-12-02T16:19:38+0300
Наладчик станков и манипуляторов с программным управлением,50000.0,,RUR,Саранск,2022-12-02T14:47:16+0300
Аналитик-программист 1С ЗУП (офис),,,,Москва,2022-12-02T15:03:26+0300
Консультант Axapta D365 For Operations,,,,Москва,2022-12-02T15:03:45+0300
Программист Delphi,,,,Москва,2022-12-02T12:01:37+0300
Токарь,105000.0,143000.0,RUR,Уфа,2022-12-02T14:51:28+0300
Scientific Models Developer,,,,Тбилиси,2022-12-02T14:00:54+0300
Правильщик на машинах,89000.0,,RUR,Самара,2022-12-02T14:44:24+0300
Токарь-универсал,126000.0,,RUR,Кострома,2022-12-02T16:12:09+0300
Разработчик графических интерфейсов XML,,,,Санкт-Петербург,2022-12-02T13:51:28+0300
Копирайтер,,,,Санкт-Петербург,2022-12-02T16:39:41+0300
Токарь,105000.0,143000.0,RUR,Челябинск,2022-12-02T14:51:28+0300
Ведущий веб-аналитик,,,,Москва,2022-12-02T13:22:23+0300
Правильщик на машинах,89000.0,,RUR,Ижевск,2022-12-02T14:44:24+0300
Spine 2d animator (Mobile games),,,,Москва,2022-12-02T14:00:21+0300
Product менеджер,60000.0,,RUR,Казань,2022-12-02T12:32:04+0300
Старший Java-разработчик,,,,Москва,2022-12-02T17:37:09+0300
Токарь,130000.0,,RUR,Тверь,2022-12-02T16:12:09+0300
Разработчик,,,,Краснодар,2022-12-02T12:02:12+0300
Токарь по дереву (Левый берег),,,,Элитный (Новосибирская область),2022-12-02T12:37:38+0300
Инженер данных DWH в Маркет,,,,Казань,2022-12-02T15:24:02+0300
Специалист поддержки проектов,,,,Обнинск,2022-12-02T15:11:25+0300
Токарь,106000.0,140000.0,RUR,Набережные Челны,2022-12-02T14:34:18+0300
Слесарь-сборщик горелок для дуговой сварки,25000.0,35000.0,RUR,Березовский (Свердловская область),2022-12-02T16:30:08+0300
R&D Project Manager/Line Manager,,,,Санкт-Петербург,2022-12-02T12:40:30+0300
Бизнес-аналитик (Департамент администрирования расходов),,,,Москва,2022-12-02T17:00:38+0300
Сервисный инженер (Гидравлика),70000.0,120000.0,RUR,Санкт-Петербург,2022-12-02T17:12:05+0300
Механик,,,,Кемерово,2022-12-02T13:49:21+0300
Токарь-расточник,96000.0,115000.0,RUR,Тула,2022-12-02T13:41:14+0300
"Токарь, Тульская область",130000.0,,RUR,Тула,2022-12-02T13:04:53+0300
Техник-программист,24000.0,,RUR,Тосно,2022-12-02T13:05:12+0300
Python разработчик Middle+ для web3 / blockchain,1500.0,2500.0,USD,Москва,2022-12-02T17:14:08+0300
Старший Java-разработчик,,,,Санкт-Петербург,2022-12-02T17:37:09+0300
Сборщик радиоэлектронной аппаратуры и приборов 5 разряда,42000.0,,RUR,Уфа,2022-12-02T13:37:21+0300
Токарь,130000.0,,RUR,Владимир,2022-12-02T16:12:09+0300
Правильщик на машинах,89000.0,,RUR,Пермь,2022-12-02T14:44:24+0300
Инженер электросвязи,750.0,800.0,BYR,Новополоцк,2022-12-02T16:22:36+0300
Java QA Engineer,,,,Москва,2022-12-02T14:53:36+0300
Токарь-расточник,111000.0,,RUR,Рязань,2022-12-02T14:13:04+0300
Ведущий системный администратор,100000.0,120000.0,RUR,Москва,2022-12-02T13:14:19+0300
Customer Service Specialist (with Portuguese language),400.0,700.0,USD,Бразилия,2022-12-02T14:44:30+0300
Руководитель проекта по развитию производства продуктов из мяса,,,,Москва,2022-12-02T17:42:30+0300
Оператор станков на мебельное производство,50000.0,,RUR,Волжск,2022-12-02T16:04:20+0300
Ведущий специалист по технической поддержке пользователей,,,,Лихославль,2022-12-02T15:52:23+0300
Оператор лазерной резки,35000.0,40000.0,RUR,Тверь,2022-12-02T13:09:47+0300
Токарь,110000.0,,RUR,Нижний Тагил,2022-12-02T12:27:38+0300
Системотехник/выездной сервисный инженер,,,,Южно-Сахалинск,2022-12-02T12:32:22+0300
Токарь,106000.0,140000.0,RUR,Тюмень,2022-12-02T14:34:18+0300
Токарь-карусельщик,125000.0,,RUR,Соликамск,2022-12-02T15:34:18+0300
Инженер по подбору оборудования,,,,Пермь,2022-12-02T15:49:48+0300
Руководитель сервисного отдела,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-02T16:11:15+0300
Дизайнер интерьеров/Архитектор,50000.0,120000.0,RUR,Екатеринбург,2022-12-02T13:56:44+0300
Техник-программист,24000.0,,RUR,Пушкин,2022-12-02T13:05:12+0300
Токарь,106000.0,140000.0,RUR,Екатеринбург,2022-12-02T14:34:18+0300
Слесарь по ремонту топливного оборудования,1200.0,2000.0,BYR,Минск,2022-12-02T12:43:47+0300
Фрезеровщик ЧПУ,,,,Волгодонск,2022-12-02T12:31:42+0300
Оператор станков с ЧПУ,90000.0,,RUR,Курган,2022-12-02T13:51:52+0300
Инженер данных DWH в Маркет,,,,Санкт-Петербург,2022-12-02T15:24:07+0300
Программист 1С,,,,Мурманск,2022-12-02T16:21:27+0300
Аналитик данных,,,,Москва,2022-12-02T12:42:45+0300
Программист 1С,150000.0,,RUR,Нижний Новгород,2022-12-02T15:44:12+0300
Руководитель проекта,100000.0,,RUR,Пермь,2022-12-02T16:46:04+0300
Системный администратор,55000.0,,RUR,Екатеринбург,2022-12-02T12:47:03+0300
Токарь-расточник,123000.0,,RUR,Челябинск,2022-12-02T14:34:28+0300
Редактор сайта,50000.0,,RUR,Москва,2022-12-02T15:19:36+0300
Токарь,120000.0,135000.0,RUR,Курган,2022-12-02T16:51:08+0300
Токарь-универсал (Екатеринбург),105000.0,,RUR,Екатеринбург,2022-12-02T13:05:22+0300
Токарь,106000.0,140000.0,RUR,Курган,2022-12-02T14:34:18+0300
